model_label,distribution,success,convergence_flag,omega,alpha,beta,persistence,nu,loglik,aic,bic,volatility_param_significant_share,arima_resid_arch_lm_pvalue,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,selection_reason
"Student-t GARCH(1,1)",Student-t,True,0,1.5041625086481358,0.141494137610454,0.8370488696381567,0.9785430072486108,6.941993763371341,-3901.3880572330963,7810.776114466193,7831.119720323655,1.0,7.277616038272937e-41,0.964177114593671,0.43817340551418277,0.9581067618598558,0.7719334066282001,0.9575009690888149,lowest BIC within 2 AIC points among models whose standardized residuals pass the variance-diagnostic screen and whose core volatility parameters are mostly significant
