distribution,loglik,aic,bic,ks_stat,ks_pvalue,loc,scale,df_param
Student-t,-3987.7805319254,7981.5610638508,7996.818768243897,0.022687625784555826,0.562056026419431,1.1142686148028704,5.232224178187266,3.9933099326730273
Normal,-4092.071641628863,8188.143283257726,8198.315086186456,0.06279888635034603,0.00015366562367806857,0.9743094560669459,7.428984697808336,
