parameter,estimate,std_error,z_stat,pvalue
const,0.9756956125605054,0.26015575688194015,3.7504286826267714,0.000176532509979405
ma.L1,0.15067063740025136,0.016659589740678157,9.044078500466005,1.5093279555382992e-19
ma.L2,0.0480549379998204,0.01916018270317699,2.5080626184139834,0.012139515231642755
sigma2,54.07117221104153,1.241493232375988,43.55333625746741,0.0
