model_label,distribution,success,convergence_flag,omega,alpha,beta,persistence,nu,loglik,aic,bic,volatility_param_significant_share,arima_resid_arch_lm_pvalue,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,selection_reason
"Student-t GARCH(1,1)",Student-t,True,0,1.453555344626048,0.1330536902677961,0.8289481633116784,0.9620018535794745,7.463845310300286,-3716.1808802506375,7440.361760501275,7460.705366358738,1.0,4.433718173813377e-65,0.06151275845106414,0.007799256866639649,0.6114046236333472,0.7958768052757238,0.6703789295773968,lowest BIC within 2 AIC points among models whose standardized residuals pass the variance-diagnostic screen and whose core volatility parameters are mostly significant
