model_label,distribution,aic,bic,loglik,persistence,nu,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,volatility_param_significant_share,distribution_complexity,success,selected,selection_reason
"Student-t GARCH(1,1)",Student-t,7440.361760501275,7460.705366358738,-3716.1808802506375,0.9620018535794745,7.463845310300286,0.06151275845106414,0.007799256866639649,0.6114046236333472,0.7958768052757238,0.6703789295773968,1.0,1,True,True,lowest BIC within 2 AIC points among models whose standardized residuals pass the variance-diagnostic screen and whose core volatility parameters are mostly significant
"Gaussian GARCH(1,1)",Gaussian,7480.342552032715,7495.6002564258115,-3737.1712760163573,0.9693617508115279,,0.05931407057525329,0.007736434149533419,0.6989967422216767,0.8446512358698051,0.7517083119700863,1.0,0,True,False,
