date,return_pct,arima_fitted_pct,arima_residual_pct,conditional_sigma_pct,standardized_residual
1926-07-31,2.0068,1.2094304504382851,0.797369549561715,5.7899677847083755,0.13771571435468294
1926-08-31,5.6834,1.082668009322266,4.600731990677733,5.415494670118834,0.8495497218496529
1926-09-30,-0.7872,0.012371997311475535,-0.7995719973114755,5.346111969777572,-0.14956140122608436
1926-10-31,-4.004,-1.1992008529882434,-2.804799147011756,5.023018426451395,-0.5583891813419564
1926-11-30,3.1964,2.3654517001287356,0.8309482998712645,4.838928529230381,0.17172154844854148
1926-12-31,2.3073,3.0096046026832375,-0.7023046026832374,4.577710883459293,-0.1534182958606854
1927-01-31,4.092,0.018722802586639498,4.07327719741336,4.34628031843363,0.9371869504453275
1927-02-28,7.9905,0.7446173943085329,7.245882605691467,4.395461812713686,1.6484917659239038
1927-03-31,-2.5905,2.94275081468731,-5.53325081468731,4.945158965585215,-1.1189227390251346
1927-04-30,-0.4894,0.6122540182177166,-1.1016540182177166,5.079255416932262,-0.21689281750731232
1927-05-31,7.0141,-0.09939307456796431,7.113493074567964,4.795928712275409,1.4832357821250841
1927-06-30,-2.0282,2.669541059815127,-4.697741059815127,5.220430050826534,-0.899876258100872
1927-07-31,7.2634,1.530863610323148,5.732536389676852,5.194335358345526,1.1036130696618616
1927-08-31,-1.9351,0.7868115868855594,-2.7219115868855592,5.309605625423277,-0.5126391259366972
1927-09-30,5.9339,1.0472022267068475,4.886697773293153,5.080251713278872,0.9619007185254613
1927-10-31,-6.6283,1.9839843740551886,-8.61228437405519,5.101484172495855,-1.6881919227521012
1927-11-30,6.6385,0.33810519562471897,6.300394804375281,5.735488825597902,1.0984930833194482
1927-12-31,3.4734,1.195761287525846,2.277638712474154,5.83129983675948,0.39058850963490566
1928-01-31,-2.3184,2.420353892246434,-4.738753892246434,5.507394210079667,-0.8604348465874364
1928-02-29,-2.7041,0.5368051044497614,-3.2409051044497614,5.4391664539548366,-0.5958459135026632
1928-03-31,7.6792,-0.136956708559137,7.816156708559137,5.232124183284525,1.4938782862857158
1928-04-30,4.4954,2.6693421680485105,1.8260578319514895,5.681080036782692,0.32142793626009575
1928-05-31,0.6499,2.5151592374197125,-1.8652592374197123,5.352686233011133,-0.34847161896325424
1928-06-30,-5.4462,-0.02299500803115695,-5.423204991968843,5.066248678372595,-1.0704577165980946
1928-07-31,0.8343,-0.22157235956378574,1.0558723595637858,5.161717461270535,0.2045583408015299
1928-08-31,6.8627,1.9963325096275575,4.8663674903724425,4.867014438449406,0.999867074962455
1928-09-30,4.2356,2.664577459825595,1.571022540174405,4.923459498683997,0.31908915684069855
1928-10-31,2.2058,1.0038143046607841,1.2019856953392158,4.677181425114672,0.25698932457163476
1928-11-30,12.9533,0.6104784700012277,12.342821529998773,4.447457578829379,2.7752533467104015
1928-12-31,1.1951,3.136236132603788,-1.9411361326037881,6.174151476988887,-0.31439723172300166
1929-01-31,2.5744,1.7659262647084029,0.8084737352915969,5.792627064248567,0.1395694434191016
1929-02-28,3.0873,-0.06485058965991808,3.152150589659918,5.418070487601303,0.5817847141105474
1929-03-31,-0.1211,1.5393396876155783,-1.6604396876155783,5.206703526250299,-0.318904212472296
1929-04-30,2.8092,1.9065322920571464,0.9026677079428538,4.928790870055023,0.1831418154555981
1929-05-31,-6.2167,0.9154661488776795,-7.13216614887768,4.658281805183639,-1.5310722809730302
1929-06-30,7.4366,-0.056927452752402186,7.493527452752403,5.119525154453225,1.4637153303630415
1929-07-31,5.0609,2.1450879084083754,2.915812091591625,5.536358124100969,0.5266660909991464
1929-08-31,7.2167,2.6762641470420085,4.540435852957992,5.290848633006563,0.8581677851512937
1929-09-30,-6.3774,1.185048920837658,-7.5624489208376575,5.234629214569361,-1.4446961973523085
1929-10-31,-10.5728,-0.40329803636516726,-10.169501963634833,5.637133417641321,-1.804020095002459
1929-11-30,-7.7931,-0.3270690467245243,-7.466030953275475,6.446356846239,-1.1581783527282365
1929-12-31,1.4058,0.8268871050993505,0.5789128949006495,6.581607136480262,0.08795919946237368
1930-01-31,2.8546,1.826558760287011,1.028041239712989,6.1160569454650195,0.16808889270974967
1930-02-28,1.2148,1.5158199002992685,-0.3010199002992684,5.709810600943588,-0.052719769767761236
1930-03-31,5.3549,0.8077194212989351,4.547180578701065,5.33768935161819,0.8519005657986687
1930-04-30,-6.6843,1.6697357718987267,-8.354035771898728,5.274674285576961,-1.583801258542533
1930-05-31,-1.4025,0.5539255735335495,-1.9564255735335496,5.813992881293952,-0.33650291864446363
1930-06-30,-11.8401,0.2635169265739653,-12.103616926573965,5.475706624535376,-2.2104210025315187
1930-07-31,5.2714,0.03842021856985545,5.232979781430144,6.767588029495044,0.7732414796266193
1930-08-31,-1.6172,1.9241472774225987,-3.5413472774225987,6.5622510723913345,-0.5396543409199528
1930-09-30,-17.1584,1.6608508464969136,-18.819250846496914,6.230514462521006,-3.0204970969415297
1930-10-31,-11.4885,-2.0039788935592187,-9.48452110644078,8.986412273594997,-1.0554291098249955
1930-11-30,-6.5961,-0.9602312322799866,-5.635868767720013,8.964639575287364,-0.6286776752582776
1930-12-31,-10.4791,2.186901862439619,-12.66600186243962,8.502820966416234,-1.4896234923052933
1931-01-31,14.6935,0.35590339416534555,14.337596605834655,9.095620086512485,1.576318763257854
1931-02-28,12.0039,1.8717350486665705,10.13216495133343,9.86833797655116,1.0267346918406288
1931-03-31,-8.9363,3.84131337418291,-12.77761337418291,9.7897556349166,-1.3052024841774064
1931-04-30,-11.7804,-0.6833411118401624,-11.097058888159838,10.130286785319147,-1.0954338335457334
1931-05-31,-19.9965,-2.342722547756495,-17.653777452243506,10.144324595658542,-1.7402614916126382
1931-06-30,25.3831,-0.0864841630210309,25.46958416302103,11.323663388671113,2.249235365694671
1931-07-31,-12.3846,5.869815650120303,-18.254415650120304,13.930456457104754,-1.3103960883356598
1931-08-31,0.0541,0.4007144316864517,-0.34661443168645173,14.37546181362429,-0.024111533680117963
1931-09-30,-35.1664,-2.6638294378029954,-32.50257056219701,13.144387145144803,-2.4727338143111997
1931-10-31,11.8243,-2.002982473528598,13.827282473528598,16.888907460144793,0.8187197724991296
1931-11-30,-14.5672,3.922039353215919,-18.48923935321592,16.227685579237857,-1.1393639137839566
1931-12-31,-20.6907,1.135209996904719,-21.82590999690472,16.285932278288083,-1.3401695170992678
1932-01-31,6.6353,-4.449584130308654,11.084884130308655,16.873044405172894,0.6569581555128415
1932-02-29,0.3533,2.286129581579182,-1.932829581579182,15.93121825538898,-0.12132340104783716
1932-03-31,-14.7818,4.9086518293387185,-19.69045182933872,14.571916305425667,-1.3512602883950982
1932-04-30,-17.5944,-2.7577665658192037,-14.836633434180797,15.13472133926437,-0.9803043677910186
1932-05-31,-25.6041,-3.5807205200556647,-22.023379479944335,14.853308828879753,-1.4827254811482538
1932-06-30,8.8621,0.5676449109618948,8.294455089038106,15.775667310860708,0.5257752287491392
1932-07-31,67.7486,3.9809072108007566,63.76769278919924,14.727834275764014,4.329739973658907
1932-08-31,62.699,10.10289483038422,52.59610516961578,26.87561457479913,1.9570196254761885
1932-09-30,-4.9713,8.963939322988002,-13.935239322988004,31.11711450461284,-0.4478319903640881
1932-10-31,-23.3789,-4.069905663076929,-19.30899433692307,28.808696605222604,-0.670248800267577
1932-11-30,-16.194,-6.082913397020418,-10.111086602979581,27.18527168609046,-0.37193251992228543
1932-12-31,-4.6781,3.067377623753896,-7.745477623753896,25.053566508985757,-0.30915668717170025
1933-01-31,9.8765,3.7146841783189015,6.161815821681099,23.016319042949668,0.2677150855522477
1933-02-28,-17.3652,0.020562489230309566,-17.38576248923031,21.11022039316372,-0.82357086593281
1933-03-31,6.5204,-2.0513069985835615,8.571706998583561,20.275221781637683,0.42276760722521683
1933-04-30,57.7461,2.5230975607352653,55.22300243926473,18.761593825915714,2.9434067783188143
1933-05-31,41.5667,10.817067089240503,30.749632910759495,26.438589760321182,1.1630587406332955
1933-06-30,22.2653,6.326160809791932,15.939139190208067,26.58373736688724,0.599582329987276
1933-07-31,-9.2208,-1.4695101436352997,-7.751289856364701,24.92128133900457,-0.3110309518569205
1933-08-31,18.8615,-1.533307918607834,20.39480791860783,22.89722269687627,0.8907109909618066
1933-09-30,-19.387,5.501907119308652,-24.88890711930865,22.167549866837636,-1.12276310502597
1933-10-31,-17.7448,0.1528308426492253,-17.897630842649228,22.163484311736873,-0.8075278503557032
1933-11-30,12.6924,-5.127739230159437,17.820139230159437,21.243115384711203,0.8388665648817545
1933-12-31,3.3523,4.12375285933447,-0.7714528593344698,20.4397928438522,-0.03774269461671694
1934-01-31,24.1475,5.595221867961855,18.552278132038147,18.650870174571633,0.994713810046895
1934-02-28,-3.8113,1.143480937267357,-4.954780937267357,18.319460629914897,-0.2704654376765008
1934-03-31,-0.6204,-0.9735830446036555,0.35318304460365557,16.820142514729906,0.020997624978169035
1934-04-30,-4.6232,1.3404148971885226,-5.963614897188522,15.362091027764947,-0.3882033302894819
1934-05-31,-13.5106,1.751480127641532,-15.262080127641532,14.206063181371963,-1.0743356504041384
1934-06-30,2.8634,-1.340231153999977,4.203631153999977,14.132861519829545,0.2974366619316225
1934-07-31,-23.1877,0.9073376913124724,-24.095037691312474,13.014489773778394,-1.8514008701177957
1934-08-31,5.7691,-0.11941530845548343,5.888515308455483,14.80220777259962,0.3978133126435179
1934-09-30,-0.105,0.9104129682191301,-1.0154129682191302,13.700150439076491,-0.07411692103196918
1934-10-31,-7.3683,2.292425232159375,-9.660725232159376,12.53712247240877,-0.7705695827268448
1934-11-30,10.6573,-0.12064017398626103,10.777940173986261,12.006873558077109,0.8976475118067571
1934-12-31,-2.2372,1.5960516786036685,-3.8332516786036686,11.679680043410553,-0.3281983465605562
1935-01-31,-9.059,2.1103742093339166,-11.169374209333917,10.793031288650948,-1.034869066031403
1935-02-28,-13.2262,-0.8813683633792335,-12.344831636620768,10.705906554545,-1.1530860627005932
1935-03-31,-7.7499,-1.3232352906935012,-6.426664709306499,10.80469057099009,-0.5948032169067096
1935-04-30,13.0598,1.281043041494856,11.778756958505143,10.184373295462718,1.1565519661138841
1935-05-31,3.9559,3.9065435082194053,0.04935649178059487,10.2904334178913,0.004796347226228779
1935-06-30,8.0813,1.4637836071103192,6.617516392889682,9.446359290685626,0.7005361736997171
1935-07-31,16.5222,0.40397745816278663,16.118222541837216,9.013894498000464,1.7881530059412933
1935-08-31,3.955,3.7194073657363997,0.23559263426360033,10.167241510827076,0.02317173581572919
1935-09-30,1.0452,2.317949348062654,-1.272749348062654,9.335503895781203,-0.13633429563859115
1935-10-31,6.0823,-0.6501979499752455,6.7324979499752455,8.59728293719811,0.783096008256929
1935-11-30,14.4767,1.6424147859962452,12.834285214003755,8.29184478229509,1.547820243983314
1935-12-31,8.6613,4.3832634222311935,4.278036577768807,8.96460170261907,0.47721435036192955
1936-01-31,12.333,1.7917511978439136,10.541248802156087,8.396803554107866,1.255388283676009
1936-02-29,7.265,0.8389939096893071,6.426006090310692,8.64200680456862,0.7435779947446428
1936-03-31,-1.2306,2.4081492483390177,-3.6387492483390176,8.298024656140742,-0.43850788580704614
1936-04-30,-10.2999,1.156147680017524,-11.456047680017523,7.764941250166781,-1.4753553582612697
1936-05-31,6.4847,-1.250545492448774,7.735245492448774,8.300392653200117,0.931913201656375
1936-06-30,0.2592,1.955765065144581,-1.696565065144581,8.156367764129996,-0.20800497405299945
1936-07-31,12.2299,2.8382975187404544,9.391602481259547,7.5487357531505985,1.244129187770256
1936-08-31,4.3381,1.6343799499606364,2.7037200500393634,7.77338262568629,0.3478176979356731
1936-09-30,0.4526,1.081279474505415,-0.6286794745054151,7.246777211422425,-0.08675297393087864
1936-10-31,8.6113,1.053020279526851,7.5582797204731484,6.711110380510712,1.1262338557897429
1936-11-30,-0.4836,2.27382491655617,-2.75742491655617,6.810990438479506,-0.4048493301323355
1936-12-31,1.0334,1.2329120663545141,-0.19951206635451402,6.396857101967019,-0.031189076631579674
1937-01-31,6.3189,0.3621152430594724,5.956784756940528,5.948044105295277,1.0014695001399654
1937-02-28,6.987,2.1056468482676762,4.881353151732323,5.958379304922402,0.8192417605404353
1937-03-31,6.0555,2.5932514618505023,3.462248538149498,5.835534222723037,0.5933044698234856
1937-04-30,-10.7727,1.1998343057232788,-11.97253430572328,5.592588373828886,-2.140785894729895
1937-05-31,-2.9875,-1.0044021694025282,-1.9830978305974716,6.815623962657536,-0.2909635040698791
1937-06-30,-7.4491,0.5727950590128837,-8.021895059012884,6.362681647503137,-1.2607726589874038
1937-07-31,10.9747,1.477146421408776,9.497553578591225,6.601103716201924,1.4387826622508866
1937-08-31,-7.7857,2.320713066764238,-10.106413066764238,7.041060082061662,-1.4353539025340945
1937-09-30,-19.2962,0.11340488307120022,-19.4096048830712,7.492661418154038,-2.590482046345173
1937-10-31,-14.2683,-2.479148823941501,-11.7891511760585,9.905370705118074,-1.190177685118547
1937-11-30,-8.1223,-0.2827440439956508,-7.839555956004348,10.06376095278961,-0.7789886894949819
1937-12-31,-6.833,1.9362923203950608,-8.769292320395062,9.673992492998524,-0.9064811996434531
1938-01-31,-0.6399,0.3636686143935697,-1.0035686143935698,9.447936294786652,-0.10622093366011967
1938-02-28,6.0154,0.23200044612078496,5.783399553879215,8.69381245085721,0.6652316905351428
1938-03-31,-30.5784,2.5838958929082576,-33.162295892908254,8.279961806786977,-4.0051266741019935
1938-04-30,15.8651,-2.4468818865733413,18.311981886573342,14.304145294127505,1.2801870723510642
1938-05-31,-6.0246,1.3478878236591392,-7.37248782365914,14.686053731477612,-0.5020060499885812
1938-06-30,30.1194,3.559782976830007,26.55961702316999,13.692084705192551,1.9397789010973319
1938-07-31,9.2222,3.8141734524687525,5.408026547531248,15.834043812898582,0.34154424551521145
1938-08-31,-5.1819,1.7026387903176905,-6.8845387903176904,14.600557979459571,-0.4715257320989397
1938-09-30,-0.966,-1.0362268443497706,0.07022684434977067,13.58204628128543,0.005170564353512441
1938-10-31,14.1787,0.8542241027713954,13.324475897228604,12.424649754722063,1.0724226565955757
1938-11-30,-2.8723,4.4012594595692835,-7.273559459569284,12.371032654001791,-0.5879508738679489
1938-12-31,8.8779,0.770983757458861,8.10691624254114,11.634301590374927,0.696811594539375
1939-01-31,-11.0153,-0.038077638205173736,-10.977222361794826,11.063545392423588,-0.9921975255158372
1939-02-28,6.895,0.7184576516833023,6.176542348316698,10.906483855525794,0.5663183873130054
1939-03-31,-21.3839,2.193511388026465,-23.577411388026466,10.253489492641195,-2.2994524356754535
1939-04-30,-3.1957,-1.3892173730009292,-1.8064826269990708,12.750216548290668,-0.1416825055603666
