lb_stat_lag_12,lb_pvalue_lag_12,lb_stat_lag_24,lb_pvalue_lag_24,arch_lm_stat,arch_lm_pvalue
20.589002220442776,0.05673263079025594,55.551587369098456,0.0002636678905741717,364.48529859233906,1.227737035166975e-70
