model_label,distribution,success,convergence_flag,omega,alpha,beta,persistence,nu,loglik,aic,bic,volatility_param_significant_share,arima_resid_arch_lm_pvalue,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,selection_reason
"Student-t GARCH(1,1)",Student-t,True,0,1.0038574982964446,0.13199120599494585,0.8296715223753157,0.9616627283702616,7.1676158691292216,-3473.6092585147467,6955.218517029493,6975.562122886956,1.0,1.227737035166975e-70,0.006033174044675974,0.016428170465433968,0.3782485208495881,0.8559540848747187,0.4275585251545673,lowest BIC within 2 AIC points among models whose standardized residuals pass the variance-diagnostic screen and whose core volatility parameters are mostly significant
