model_label,distribution,distribution_param_text,success,convergence_flag,omega,alpha,beta,persistence,nu,loglik,aic,bic,volatility_param_significant_share,arima_resid_arch_lm_pvalue,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,innovation_ks_pvalue,std_resid_jarque_bera_pvalue,std_resid_shapiro_wilk_pvalue,selection_reason
"Skewed Student-t GARCH(1,1)",Skewed Student-t,"eta=6.8339, lambda=-0.1374",True,0,1.1990154497792167,0.1275199091323115,0.8465075640541524,0.9740274731864639,,-3746.650921341351,7503.301842682702,7528.73135000453,1.0,3.493474236902607e-62,0.10077944693774592,0.03411266980149929,0.8880832847517406,0.4653924288333261,0.8958334129327754,0.6205552348559293,3.5086301168882525e-72,8.029185783417085e-13,"highest joint diagnostic score among models within 4 AIC points of the best fit, where the score combines residual Ljung-Box, squared-residual Ljung-Box, residual ARCH-LM, innovation KS, and core-parameter significance; BIC and parsimony break ties"
