lb_stat_lag_12,lb_pvalue_lag_12,lb_stat_lag_24,lb_pvalue_lag_24,arch_lm_stat,arch_lm_pvalue
28.131154099955456,0.005292741169395827,60.30440552857187,5.785167343584902e-05,324.39411896810475,3.493474236902607e-62
