parameter,estimate,std_error,t_stat,pvalue
omega,1.3653710625929427,0.5458776294486788,2.501240184493234,0.012375921338978172
alpha[1],0.12821151349626217,0.02895379619337157,4.428141741413991,9.504843409939798e-06
beta[1],0.8415055420195533,0.034578614005207016,24.336011324596043,8.153877668652601e-131
nu,6.6022949830057645,1.1995893410211163,5.503795971866296,3.716996887140921e-08
