model_label,distribution,aic,bic,loglik,persistence,nu,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,volatility_param_significant_share,distribution_complexity,success,selected,selection_reason
"Student-t GARCH(1,1)",Student-t,7514.681667704272,7535.025273561734,-3753.340833852136,0.9697170555158154,6.6022949830057645,0.09649703994701915,0.0327802886461313,0.8625341092898471,0.419329494557816,0.8717475067518293,1.0,1,True,True,lowest BIC within 2 AIC points among models whose standardized residuals pass the variance-diagnostic screen and whose core volatility parameters are mostly significant
"Gaussian GARCH(1,1)",Gaussian,7573.087002471029,7588.344706864126,-3783.5435012355147,0.9764477832341469,,0.10185908488845842,0.03429297211079577,0.8862556461799888,0.4689557357807842,0.8925914301867517,1.0,0,True,False,
