date,small_lobm_vwret_pct,me1_bm2_vwret_pct,small_hibm_vwret_pct,big_lobm_vwret_pct,me2_bm2_vwret_pct,big_hibm_vwret_pct,market_proxy_pct,small_avg_pct,big_avg_pct,lobm_avg_pct,hibm_avg_pct,size_spread_pct,value_spread_pct,market_vol_12m_pct,market_momentum_12m_pct,market_drawdown,ff_mkt_rf_pct,ff_smb_pct,ff_hml_pct,ff_rf_pct,ff_mkt_total_pct,market_proxy_lag1_pct,size_spread_lag1_pct,value_spread_lag1_pct,market_vol_12m_lag1_pct,market_momentum_12m_lag1_pct,market_drawdown_lag1,ff_mkt_rf_lag1_pct,ff_smb_lag1_pct,ff_hml_lag1_pct,ff_rf_lag1_pct,ff_mkt_total_lag1_pct,predictor_source
2011-12-31,-0.4817,0.7411,1.1913,-0.0705,1.8445,1.3458,0.76175,0.48356666666666664,1.0399333333333334,-0.2761,1.26855,-0.5563666666666667,1.54465,5.7701566251673455,-0.13080972222222179,-0.11932802605193549,0.75,-0.56,1.54,0.0,0.75,-0.6843833333333333,-0.17876666666666663,-0.52125,6.2197847172182525,0.46320416666666714,-0.1259858289995317,-0.27,-0.18,-0.52,0.0,-0.27,authoritative_fama_french_cached
2012-01-31,8.1922,6.8371,5.7847,5.4348,3.3745,5.98,5.933883333333334,6.938,4.929766666666667,6.8134999999999994,5.882350000000001,2.008233333333333,-0.9311499999999988,6.025319472340084,0.2621597222222227,-0.06706997856849362,5.05,2.01,-0.93,0.0,5.05,0.76175,-0.5563666666666667,1.54465,5.7701566251673455,-0.13080972222222179,-0.11932802605193549,0.75,-0.56,1.54,0.0,0.75,authoritative_fama_french_cached
2012-02-29,3.439,2.4132,2.8792,4.5943,3.6663,5.9972,3.8315333333333332,2.9104666666666668,4.7526,4.01665,4.4382,-1.8421333333333334,0.42154999999999987,5.977486538938269,0.19632916666666714,-0.03132445382067173,4.42,-1.84,0.42,0.0,4.42,5.933883333333334,2.008233333333333,-0.9311499999999988,6.025319472340084,0.2621597222222227,-0.06706997856849362,5.05,2.01,-0.93,0.0,5.05,authoritative_fama_french_cached
2012-03-31,2.3427,2.8346,3.1575,3.6962,1.2664,5.2676,3.0941666666666663,2.7782666666666667,3.410066666666667,3.01945,4.21255,-0.6318000000000001,1.1931000000000003,6.030408286772525,0.34938472222222267,-0.0013520179626397288,3.12,-0.63,1.19,0.0,3.12,3.8315333333333332,-1.8421333333333334,0.42154999999999987,5.977486538938269,0.19632916666666714,-0.03132445382067173,4.42,-1.84,0.42,0.0,4.42,authoritative_fama_french_cached
2012-04-30,-1.3494,-2.0767,-0.8066,-0.4581,-0.1284,-2.5454,-1.2274333333333332,-1.4108999999999998,-1.0439666666666667,-0.9037499999999999,-1.676,-0.3669333333333331,-0.77225,6.009957843903458,0.04899722222222267,-0.013609756176826804,-0.85,-0.37,-0.77,0.0,-0.85,3.0941666666666663,-0.6318000000000001,1.1931000000000003,6.030408286772525,0.34938472222222267,-0.0013520179626397288,3.12,-0.63,1.19,0.0,3.12,authoritative_fama_french_cached
2012-05-31,-6.5523,-6.481,-5.992,-5.4584,-5.9932,-7.9242,-6.400183333333334,-6.341766666666667,-6.4586,-6.00535,-6.9581,0.11683333333333223,-0.95275,6.276126676873614,-0.32252638888888846,-0.07674054016362353,-6.17,0.12,-0.95,0.01,-6.16,-1.2274333333333332,-0.3669333333333331,-0.77225,6.009957843903458,0.04899722222222267,-0.013609756176826804,-0.85,-0.37,-0.77,0.0,-0.85,authoritative_fama_french_cached
2012-06-30,5.7483,4.2985,4.7247,2.985,4.5337,5.1032,4.565566666666667,4.9238333333333335,4.2073,4.36665,4.91395,0.7165333333333335,0.5472999999999999,6.40694509905184,0.20964722222222273,-0.03458851401848717,3.89,0.72,0.55,0.0,3.89,-6.400183333333334,0.11683333333333223,-0.95275,6.276126676873614,-0.32252638888888846,-0.07674054016362353,-6.17,0.12,-0.95,0.01,-6.16,authoritative_fama_french_cached
2012-07-31,-3.2796,-0.9845,-1.7162,1.2724,1.4341,-0.4061,-0.6133166666666666,-1.9934333333333332,0.7668,-1.0036,-1.06115,-2.7602333333333333,-0.05754999999999999,6.323884321700454,0.42664583333333383,-0.04050954356392611,0.79,-2.76,-0.06,0.0,0.79,4.565566666666667,0.7165333333333335,0.5472999999999999,6.40694509905184,0.20964722222222273,-0.03458851401848717,3.89,0.72,0.55,0.0,3.89,authoritative_fama_french_cached
2012-08-31,3.3194,3.2173,3.6929,2.3801,1.892,4.4627,3.160733333333333,3.4098666666666664,2.9116,2.8497500000000002,4.0778,0.4982666666666664,1.2280499999999996,5.805022965783555,1.3355194444444451,-0.010182608877198907,2.54,0.5,1.23,0.01,2.55,-0.6133166666666666,-2.7602333333333333,-0.05754999999999999,6.323884321700454,0.42664583333333383,-0.04050954356392611,0.79,-2.76,-0.06,0.0,0.79,authoritative_fama_french_cached
2012-09-30,3.1695,3.4707,4.0831,1.9326,3.1889,4.2535,3.349716666666667,3.5744333333333334,3.125,2.55105,4.1683,0.44943333333333335,1.6172500000000003,4.726277735999125,2.398793055555556,0.0,2.73,0.45,1.62,0.01,2.7399999999999998,3.160733333333333,0.4982666666666664,1.2280499999999996,5.805022965783555,1.3355194444444451,-0.010182608877198907,2.54,0.5,1.23,0.01,2.55,authoritative_fama_french_cached
2012-10-31,-3.8689,-1.3693,-0.832,-2.4819,-1.8319,1.5272,-1.4761333333333333,-2.0234,-0.928866666666667,-3.1754,0.34759999999999996,-1.0945333333333331,3.5229999999999997,3.44518595856098,1.1913250000000006,-0.014761333333333293,-1.76,-1.09,3.52,0.01,-1.75,3.349716666666667,0.44943333333333335,1.6172500000000003,4.726277735999125,2.398793055555556,0.0,2.73,0.45,1.62,0.01,2.7399999999999998,authoritative_fama_french_cached
2012-11-30,1.1085,1.0609,0.7962,1.109,0.3701,-0.3071,0.6896,0.9885333333333334,0.39066666666666666,1.1087500000000001,0.24455000000000002,0.5978666666666668,-0.8642000000000001,3.399712504158597,1.3058236111111117,-0.007967127487999992,0.78,0.6,-0.86,0.01,0.79,-1.4761333333333333,-1.0945333333333331,3.5229999999999997,3.44518595856098,1.1913250000000006,-0.014761333333333293,-1.76,-1.09,3.52,0.01,-1.75,authoritative_fama_french_cached
2012-12-31,2.6522,3.4758,4.4725,-0.1685,1.2836,4.9768,2.7820666666666667,3.5335,2.0306333333333333,1.2418500000000001,4.7246500000000005,1.5028666666666668,3.4828,3.420282201703978,1.474183333333334,0.0,1.18,1.5,3.48,0.01,1.19,0.6896,0.5978666666666668,-0.8642000000000001,3.399712504158597,1.3058236111111117,-0.007967127487999992,0.78,0.6,-0.86,0.01,0.79,authoritative_fama_french_cached
2013-01-31,6.7845,6.2504,5.8586,4.5173,6.0479,7.4721,6.155133333333333,6.297833333333333,6.012433333333334,5.6509,6.66535,0.2853999999999992,1.01445,3.447000319749017,1.4926208333333337,0.0,5.57,0.29,1.01,0.0,5.57,2.7820666666666667,1.5028666666666668,3.4828,3.420282201703978,1.474183333333334,0.0,1.18,1.5,3.48,0.01,1.19,authoritative_fama_french_cached
2013-02-28,0.9472,0.8641,1.3586,1.3421,1.3915,1.3458,1.2082166666666667,1.0566333333333333,1.3598,1.14465,1.3522,-0.3031666666666666,0.20755000000000012,3.3674486534171164,1.2740111111111116,0.0,1.28,-0.3,0.21,0.0,1.28,6.155133333333333,0.2853999999999992,1.01445,3.447000319749017,1.4926208333333337,0.0,5.57,0.29,1.01,0.0,5.57,authoritative_fama_french_cached
2013-03-31,5.1968,4.6068,4.5102,3.7779,4.027,4.0253,4.357333333333333,4.7712666666666665,3.9434,4.487349999999999,4.2677499999999995,0.8278666666666665,-0.2195999999999998,3.4482902036093424,1.3792750000000005,0.0,4.04,0.83,-0.22,0.0,4.04,1.2082166666666667,-0.3031666666666666,0.20755000000000012,3.3674486534171164,1.2740111111111116,0.0,1.28,-0.3,0.21,0.0,1.28,authoritative_fama_french_cached
2013-04-30,-0.7187,-1.0059,-0.0997,1.8353,1.3407,2.0948,0.5744166666666667,-0.6081,1.7569333333333335,0.5583,0.9975500000000002,-2.3650333333333333,0.43925000000000014,3.362629814024733,1.5294291666666673,0.0,1.56,-2.37,0.44,0.0,1.56,4.357333333333333,0.8278666666666665,-0.2195999999999998,3.4482902036093424,1.3792750000000005,0.0,4.04,0.83,-0.22,0.0,4.04,authoritative_fama_french_cached
2013-05-31,4.9867,5.2522,5.3396,1.9679,1.5691,6.9468,4.3437166666666664,5.192833333333334,3.4945999999999997,3.4773,6.1432,1.698233333333334,2.6659,2.3316449400846952,2.4247541666666668,0.0,2.8,1.7,2.67,0.0,2.8,0.5744166666666667,-2.3650333333333333,0.43925000000000014,3.362629814024733,1.5294291666666673,0.0,1.56,-2.37,0.44,0.0,1.56,authoritative_fama_french_cached
2013-06-30,-0.2157,0.3377,-0.1653,-1.7284,-0.3795,-1.8703,-0.6702500000000001,-0.014433333333333334,-1.3260666666666667,-0.97205,-1.0178,1.3116333333333334,-0.04575000000000007,2.3839184831458886,1.9884361111111115,-0.006702500000000056,-1.2,1.31,-0.05,0.0,-1.2,4.3437166666666664,1.698233333333334,2.6659,2.3316449400846952,2.4247541666666668,0.0,2.8,1.7,2.67,0.0,2.8,authoritative_fama_french_cached
2013-07-31,7.3396,7.0643,7.8666,5.5982,4.9887,6.2403,6.516283333333333,7.4235,5.609066666666667,6.4689,7.05345,1.8144333333333327,0.5845500000000001,2.558587867180367,2.5825694444444447,0.0,5.65,1.81,0.58,0.0,5.65,-0.6702500000000001,1.3116333333333334,-0.04575000000000007,2.3839184831458886,1.9884361111111115,-0.006702500000000056,-1.2,1.31,-0.05,0.0,-1.2,authoritative_fama_french_cached
2013-08-31,-0.997,-3.4798,-3.8317,-1.7647,-3.1006,-4.3915,-2.92755,-2.7695000000000003,-3.0855999999999995,-1.38085,-4.1116,0.31609999999999916,-2.7307500000000005,2.9992165733984284,2.0752125000000006,-0.02927550000000001,-2.71,0.32,-2.73,0.0,-2.71,6.516283333333333,1.8144333333333327,0.5845500000000001,2.558587867180367,2.5825694444444447,0.0,5.65,1.81,0.58,0.0,5.65,authoritative_fama_french_cached
2013-09-30,6.316,6.4137,5.6076,4.0516,3.2033,2.401,4.665533333333333,6.112433333333333,3.218633333333333,5.1838,4.0043,2.8937999999999997,-1.1795,3.0731893504269343,2.184863888888889,0.0,3.77,2.89,-1.18,0.0,3.77,-2.92755,0.31609999999999916,-2.7307500000000005,2.9992165733984284,2.0752125000000006,-0.02927550000000001,-2.71,0.32,-2.73,0.0,-2.71,authoritative_fama_french_cached
2013-10-31,1.0864,3.0274,3.9547,4.177,4.81,3.7573,3.4688,2.6895000000000002,4.2481,2.6317,3.856,-1.5585999999999998,1.2243,2.8619337829260867,2.5969416666666674,0.0,4.17,-1.56,1.22,0.0,4.17,4.665533333333333,2.8937999999999997,-1.1795,3.0731893504269343,2.184863888888889,0.0,3.77,2.89,-1.18,0.0,3.77,authoritative_fama_french_cached
2013-11-30,5.3271,3.9806,4.4652,3.3511,1.8992,4.5859,3.9348499999999995,4.590966666666667,3.2787333333333333,4.3391,4.52555,1.3122333333333334,0.18644999999999978,2.8183122598546113,2.8673791666666673,0.0,3.11,1.31,0.19,0.0,3.11,3.4688,-1.5585999999999998,1.2243,2.8619337829260867,2.5969416666666674,0.0,4.17,-1.56,1.22,0.0,4.17,authoritative_fama_french_cached
2013-12-31,1.8213,2.8605,1.889,2.1428,3.6717,2.0839,2.4115333333333333,2.1902666666666666,2.6328,1.9820499999999999,1.98645,-0.44253333333333345,0.0044000000000001815,2.821360082875892,2.8365013888888893,0.0,2.81,-0.44,0.0,0.0,2.81,3.9348499999999995,1.3122333333333334,0.18644999999999978,2.8183122598546113,2.8673791666666673,0.0,3.11,1.31,0.19,0.0,3.11,authoritative_fama_french_cached
