model_label,distribution,aic,bic,loglik,persistence,nu,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,volatility_param_significant_share,distribution_complexity,success,selected,selection_reason
"Student-t GARCH(1,1)",Student-t,7053.649906982277,7073.993512839739,-3522.8249534911383,0.9668252595913384,8.747404324285494,0.6696228315281888,0.426277117857776,0.6281100939978301,0.17401309564389006,0.6321430011683551,1.0,1,True,True,lowest BIC within 2 AIC points among models whose standardized residuals pass the variance-diagnostic screen and whose core volatility parameters are mostly significant
"Gaussian GARCH(1,1)",Gaussian,7082.274263917634,7097.531968310731,-3538.137131958817,0.9799307936720482,,0.644733788017583,0.43552778139595855,0.6651463718124002,0.25246564882801054,0.6708322601590031,1.0,0,True,False,
