model_label,distribution,distribution_param_text,success,convergence_flag,omega,alpha,beta,persistence,nu,loglik,aic,bic,volatility_param_significant_share,arima_resid_arch_lm_pvalue,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,innovation_ks_pvalue,std_resid_jarque_bera_pvalue,std_resid_shapiro_wilk_pvalue,selection_reason
"Skewed Student-t GARCH(1,1)",Skewed Student-t,"eta=9.1616, lambda=-0.1549",True,0,0.8833932620217063,0.12703790332195,0.8423498275980759,0.9693877309200258,,-3515.7921572890236,7041.584314578047,7067.013821899875,1.0,1.3302615923507076e-33,0.6610431184262797,0.427101484443508,0.6355577292206271,0.18905489615192742,0.6407693937891688,0.7766988983245493,6.022951608762446e-27,1.683106252291854e-09,"highest joint diagnostic score among models within 4 AIC points of the best fit, where the score combines residual Ljung-Box, squared-residual Ljung-Box, residual ARCH-LM, innovation KS, and core-parameter significance; BIC and parsimony break ties"
