lb_stat_lag_12,lb_pvalue_lag_12,lb_stat_lag_24,lb_pvalue_lag_24,arch_lm_stat,arch_lm_pvalue
4.299513872837764,0.9774053025287667,35.0266091748754,0.06800725106002779,187.33063727877695,1.3302615923507076e-33
