lb_stat_lag_12,lb_pvalue_lag_12,lb_stat_lag_24,lb_pvalue_lag_24,arch_lm_stat,arch_lm_pvalue
30.66339946832602,0.002216587033778021,78.67452462316402,9.880192065022962e-08,383.65455001816196,1.0895623044320369e-74
