date,return_pct,garch_residual,conditional_sigma_pct,standardized_residual
1926-07-31,-0.1275,-1.5463704736981962,8.080304275529668,-0.19137527758468362
1926-08-31,5.4422,4.023329526301803,7.5210929712334975,0.5349394751122132
1926-09-30,-0.4399,-1.8587704736981963,7.153900317898336,-0.2598261635052057
1926-10-31,-2.0128,-3.4316704736981962,6.6980645507215195,-0.5123376234599791
1926-11-30,2.0877,0.6688295263018036,6.382044268713018,0.10479863475417064
1926-12-31,3.27,1.8511295263018037,5.972214105608978,0.3099569930962893
1927-01-31,3.9875,2.5686295263018035,5.642151226229321,0.45525712149662323
1927-02-28,6.4416,5.022729526301804,5.390736867703329,0.9317333881372861
1927-03-31,-3.1144,-4.533270473698196,5.417387043188908,-0.8368001838446671
1927-04-30,3.4837,2.0648295263018035,5.3789236830782645,0.38387410715597614
1927-05-31,13.4556,12.036729526301805,5.127937547482309,2.347284734817323
1927-06-30,-4.089,-5.507870473698197,6.621042627572916,-0.8318735860060794
1927-07-31,4.0181,2.5992295263018033,6.5174144118503365,0.3988129896383043
1927-08-31,0.7332,-0.6856704736981963,6.166051055798723,-0.11120090759763869
1927-09-30,0.3714,-1.0474704736981963,5.778789867732751,-0.1812612151805341
1927-10-31,-6.0935,-7.512370473698196,5.440381677640709,-1.380853572199374
1927-11-30,10.4641,9.045229526301803,5.846741183719057,1.5470548878560446
1927-12-31,2.4534,1.0345295263018035,6.4499798734188944,0.16039267510976554
1928-01-31,3.6043,2.1854295263018035,6.040444129584278,0.3617994768957844
1928-02-29,-4.1263,-5.545170473698196,5.719422312927547,-0.9695333147832971
1928-03-31,9.4431,8.024229526301802,5.761125481808157,1.3928232515746835
1928-04-30,9.9758,8.556929526301804,6.1902337241800645,1.3823273736623287
1928-05-31,2.6118,1.1929295263018038,6.6232090105387265,0.180113525694816
1928-06-30,-6.799,-8.217870473698197,6.199872163317706,-1.3254903096744837
1928-07-31,-0.9736,-2.3924704736981965,6.570241294292355,-0.36413738347426655
1928-08-31,3.7666,2.3477295263018036,6.2012744054880935,0.3785882340933141
1928-09-30,6.1849,4.7660295263018035,5.87099724529705,0.8117921584990729
1928-10-31,1.6663,0.2474295263018036,5.7911303637989375,0.0427256011794374
1928-11-30,12.1856,10.766729526301805,5.438023954016499,1.9798974070994206
1928-12-31,-0.5797,-1.9985704736981962,6.520794951657086,-0.30649184470833774
1929-01-31,1.7793,0.3604295263018038,6.137522239742066,0.05872557560246839
1929-02-28,0.3953,-1.0235704736981963,5.7490722108431935,-0.1780409840335043
1929-03-31,-4.3437,-5.762570473698196,5.413233421872613,-1.0645338976911762
1929-04-30,0.7306,-0.6882704736981963,5.5383490985010715,-0.12427358071098724
1929-05-31,-12.8944,-14.313270473698196,5.217753482726726,-2.7431864155870924
1929-06-30,6.456,5.037129526301804,7.2833199671549,0.6915980005021625
1929-07-31,3.8676,2.4487295263018036,7.0365231582761165,0.34800276659669516
1929-08-31,-0.4807,-1.8995704736981964,6.619841783531216,-0.2869510383803932
1929-09-30,-3.607,-5.0258704736981965,6.221575359695199,-0.8078131635689806
1929-10-31,-21.2218,-22.640670473698197,6.120044571262824,-3.6994290172345052
1929-11-30,-10.9661,-12.384970473698196,10.240813403942372,-1.209373707456714
1929-12-31,-1.1822,-2.601070473698196,10.53679088580649,-0.24685604012526718
1930-01-31,8.4726,7.053729526301804,9.77691485049648,0.7214678284677511
1930-02-28,4.5687,3.1498295263018035,9.416205758826644,0.3345115439251303
1930-03-31,10.6873,9.268429526301805,8.789435425486682,1.0544965720353536
1930-04-30,-3.4819,-4.900770473698197,8.851378399257218,-0.5536731402319728
1930-05-31,-2.9869,-4.405770473698196,8.400566991778954,-0.5244610843541649
1930-06-30,-19.0393,-20.458170473698196,7.961832531376149,-2.5695303679242474
1930-07-31,2.5703,1.1514295263018037,10.650795051138232,0.10810737797257233
1930-08-31,-2.321,-3.7398704736981965,9.84135687523024,-0.38001573574789216
1930-09-30,-19.5014,-20.920270473698196,9.203323288943182,-2.273121329860452
1930-10-31,-10.4086,-11.827470473698195,11.576811697043537,-1.0216517969898975
1930-11-30,-2.5025,-3.9213704736981962,11.558823556198453,-0.3392534244192481
1930-12-31,-17.8435,-19.262370473698194,10.759317124006506,-1.7902967494767326
1931-01-31,16.164,14.745129526301806,12.277967443762451,1.2009422238525924
1931-02-28,17.0097,15.590829526301803,12.591502566367634,1.23820246583958
1931-03-31,-7.2163,-8.635170473698196,12.988412438364342,-0.6648364851883037
1931-04-30,-18.1804,-19.599270473698194,12.391525951367958,-1.5816672257006845
1931-05-31,-13.716,-15.134870473698196,13.576516958344497,-1.1147830124718323
1931-06-30,21.3688,19.949929526301805,13.725060059401399,1.4535404173066981
1931-07-31,-5.7544,-7.173270473698197,14.680551828487305,-0.4886240352204346
1931-08-31,-3.7563,-5.175170473698197,13.770347952374948,-0.37581987699923325
1931-09-30,-35.3242,-36.7430704736982,12.822171805737248,-2.865588687343715
1931-10-31,8.1969,6.778029526301803,18.142579087667198,0.373597904330444
1931-11-30,-9.5721,-10.990970473698198,16.860573728080265,-0.6518740495404022
