model_label,distribution,success,convergence_flag,omega,alpha,beta,persistence,nu,loglik,aic,bic,volatility_param_significant_share,arima_resid_arch_lm_pvalue,std_resid_lb_pvalue_lag_12,std_resid_lb_pvalue_lag_24,std_resid_sq_lb_pvalue_lag_12,std_resid_sq_lb_pvalue_lag_24,std_resid_arch_lm_pvalue,selection_reason
"Student-t GARCH(1,1)",Student-t,True,0,1.3283437446317772,0.1280559712912246,0.8502155166746026,0.9782714879658272,5.620584769628694,-3848.738243661327,7705.476487322654,7725.820093180117,1.0,1.0895623044320369e-74,0.21144879849441797,0.08354823001750204,0.9682495647115347,0.918070911137463,0.9680291709970246,lowest BIC within 2 AIC points among models whose standardized residuals pass the variance-diagnostic screen and whose core volatility parameters are mostly significant
