date,strategy,portfolio,weight
2014-04-30,equal_weight,small_lobm_vwret_pct,0.16666666666666666
2014-04-30,mv_improved_shrinkage,big_hibm_vwret_pct,5.928342639191616e-10
2014-04-30,mv_improved_shrinkage,big_lobm_vwret_pct,0.34665769576944155
2014-04-30,mv_improved_shrinkage,me1_bm2_vwret_pct,0.34999999934720666
2014-04-30,mv_improved_shrinkage,me2_bm2_vwret_pct,0.30334230319784194
2014-04-30,mv_improved_shrinkage,small_hibm_vwret_pct,6.560273237001868e-10
2014-04-30,mv_improved_shrinkage,small_lobm_vwret_pct,4.3666279789952e-10
2014-04-30,mv_plugin_sample,big_hibm_vwret_pct,-1.1151922402931733e-22
2014-04-30,mv_plugin_sample,big_lobm_vwret_pct,1.0
2014-04-30,mv_plugin_sample,me1_bm2_vwret_pct,-8.149759382369342e-23
2014-04-30,mv_plugin_sample,me2_bm2_vwret_pct,5.563953913718288e-23
2014-04-30,mv_plugin_sample,small_hibm_vwret_pct,-2.1529789934770465e-23
2014-04-30,mv_plugin_sample,small_lobm_vwret_pct,-4.4507218595559155e-23
2014-04-30,stat_arb_cointegration,big_hibm_vwret_pct,0.0
2014-04-30,stat_arb_cointegration,big_lobm_vwret_pct,0.0
2014-04-30,stat_arb_cointegration,me1_bm2_vwret_pct,0.0
2014-04-30,stat_arb_cointegration,me2_bm2_vwret_pct,0.0
2014-04-30,stat_arb_cointegration,small_hibm_vwret_pct,0.0
2014-04-30,stat_arb_cointegration,small_lobm_vwret_pct,0.0
2014-05-31,equal_weight,big_hibm_vwret_pct,0.16666666666666666
2014-05-31,equal_weight,big_lobm_vwret_pct,0.16666666666666666
2014-05-31,equal_weight,me1_bm2_vwret_pct,0.16666666666666666
2014-05-31,equal_weight,me2_bm2_vwret_pct,0.16666666666666666
2014-05-31,equal_weight,small_hibm_vwret_pct,0.16666666666666666
2014-05-31,equal_weight,small_lobm_vwret_pct,0.16666666666666666
2014-05-31,mv_improved_shrinkage,big_hibm_vwret_pct,1.0406098942781563e-09
2014-05-31,mv_improved_shrinkage,big_lobm_vwret_pct,0.3499999997871098
2014-05-31,mv_improved_shrinkage,me1_bm2_vwret_pct,0.3413932039856708
2014-05-31,mv_improved_shrinkage,me2_bm2_vwret_pct,0.3086067937769233
2014-05-31,mv_improved_shrinkage,small_hibm_vwret_pct,8.199613834632999e-10
2014-05-31,mv_improved_shrinkage,small_lobm_vwret_pct,5.896785703337172e-10
