strategy,strategy_label,annual_return_gross,annual_return_net,annual_vol_gross,annual_vol_net,sharpe_gross,sharpe_net,terminal_wealth_gross,terminal_wealth_net,max_drawdown_net,average_turnover,total_turnover
mv_plugin_sample,Plug-In Mean-Variance,0.13476391340066773,0.13416974234064094,0.15361318215746392,0.15363584883691153,0.8772939373297117,0.8732971071293759,23418.76615023528,22462.703647315415,-0.5565134061890149,0.04375857002595492,41.78943437478695
mv_improved_shrinkage,Improved Plug-In Mean-Variance,0.12631236886179398,0.12626603452768426,0.1549016418519833,0.1549044099781929,0.81543595891961,0.8151222715057609,12917.657141301766,12875.434232977557,-0.581092557493974,0.003416589777525847,3.262843237537184
equal_weight,Equal Weight,0.12254381889600574,0.12244171378909185,0.16483639237063274,0.164837834817915,0.7434269649657665,0.7428010318404435,9893.41404150737,9822.052993992538,-0.5392735046664271,0.007623529156873781,7.280470344814461
stat_arb_cointegration,Cointegration Stat-Arb,-0.0008219011855298275,-0.0010882230233631995,0.014233116097468428,0.014201662453576173,-0.057745695313763015,-0.07662645320014419,0.936658493762113,0.9169965469902098,-0.18832372853013102,0.022248676395289067,21.24748595750106
