root_index,real_part,imag_part,modulus,outside_unit_circle
1,-18.62376789253103,-0.0,18.62376789253103,True
2,11.726755101436353,7.193263296969522,13.757173476720876,True
3,11.726755101436353,-7.193263296969522,13.757173476720876,True
4,-6.410284527030172,-0.0,6.410284527030172,True
5,5.554190398103166,1.3455010103182306,5.714840675569948,True
6,5.554190398103166,-1.3455010103182306,5.714840675569948,True
